"qseqid","vmr_invert_assoc_score","vmr_invert_assoc_tophit","vmr_tophit_pident","vmr_tophit_evalue","vmr_tophit_length","vhdb_invert_assoc_score","vhdb_invert_assoc_tophit","vhdb_tophit_pident","vhdb_tophit_evalue","vhdb_tophit_length","assignment_rpm","assignment_manual","assignment_vmr","assignment_vhdb","is_core","evidence"
"ref_NP_604442_Human_parainfluenza_virus_1",0,FALSE,41.2,0,2087,4,FALSE,40.3,0,2137,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_899661_Fer-de-Lance_paramyxovirus",0,FALSE,40.6,0,2178,4,FALSE,41.2,0,2113,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_008378665_Human_parainfluenza_virus_4a",0,FALSE,47.7,0,2313,NA,FALSE,47.7,0,2313,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_001249278_Mapuera_virus",0,FALSE,50.4,0,2291,NA,FALSE,50.4,0,2291,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_054714_Mumps_virus",0,FALSE,50.2,0,2290,NA,FALSE,50.2,0,2290,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_598406_Human_parainfluenza_virus_2",0,FALSE,49.1,0,2245,NA,FALSE,49.1,0,2245,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_415514_Menangle_virus",0,FALSE,40.7,0,2025,NA,FALSE,40.7,0,2025,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_071471_Newcastle_disease_virus",0,FALSE,51.7,0,2206,0,FALSE,51.7,0,2206,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_150063_Avian_paramyxovirus_6",0,FALSE,40.1,0,2245,0,FALSE,40.1,0,2245,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_007008152_Avian_paramyxovirus_4",0,FALSE,40.9,0,2225,0,FALSE,40.9,0,2225,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_004928143_Lloviu_virus",0,FALSE,44.9,0,2356,0,FALSE,44.9,0,2356,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_066251_Ebola_virus_Mayinga_Zaire_1976",0,FALSE,45.1,0,2349,0,FALSE,45,0,2341,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_690587_Reston_ebolavirus",0,FALSE,45.3,0,2343,0,FALSE,45.3,0,2343,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_001531159_Marburg_marburgvirus",0,FALSE,44.4,0,2347,0,FALSE,44.4,0,2347,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_012613_Human_metapneumovirus",0,FALSE,44.7,0,2166,0,FALSE,44.7,0,2166,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_173335_Pneumonia_virus_of_mice",0,FALSE,49.7,0,2056,0,FALSE,49.8,0,2048,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_056866_Human_respiratory_syncytial_virus",0,FALSE,43.9,0,2157,0,FALSE,43.9,0,2157,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_919035_Hirame_rhabdovirus",0,FALSE,59,0,1986,0,FALSE,59,0,1986,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_042681_Infectious_hematopoietic_necrosis_virus",0,FALSE,57.8,0,1988,0,FALSE,57.8,0,1988,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_050585_Snakehead_virus",0,FALSE,57.8,0,1988,0,FALSE,57.8,0,1988,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_049550_Viral_hemorrhagic_septicemia_virus",0,FALSE,59.5,0,1988,0,FALSE,59.5,0,1988,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_NP_037646.1_Bovine_respirovirus_3",0,FALSE,40.4,0,2018,3,FALSE,40.2,0,2059,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_NP_067153.2_Human_respirovirus_3",0,FALSE,40.1,0,2139,3,FALSE,41.1,0,2005,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_NP_919035.1_Hirame_novirhabdovirus",0,FALSE,59,0,1986,0,FALSE,59,0,1986,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_YP_009094152.1_Salmon_aquaparamyxovirus",0,FALSE,42.3,0,1946,3,FALSE,41.9,0,2049,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_YP_009330113.1_Hubei_myriapoda_virus_8",3,TRUE,100,0,2379,NA,NA,100,0,2379,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_YP_009330274.1_Beihai_sesarmid_crab_virus_3",6,TRUE,100,0,2151,NA,NA,100,0,2151,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_YP_009336618.1_Wenling_crustacean_virus_12",3,TRUE,100,0,1772,NA,NA,100,0,1772,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_YP_009337182.1_Hubei_diptera_virus_11",10,TRUE,41.7,0,1881,NA,NA,100,0,2039,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_YP_009337854.1_Shahe_yuevirus-like_virus_1",6,TRUE,100,0,2104,NA,NA,100,0,2104,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_YP_009666292.1_Beihai_rhabdo-like_virus_3",3,TRUE,100,0,1676,NA,NA,100,0,1676,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_QBK47204.1_Anopheles_darlingi_virus",15,TRUE,42.4,0,2013,3,TRUE,48.3,0,2008,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_add_YP_009302387.1_Xincheng_Mosquito_Virus",6,TRUE,40.4,0,1991,3,TRUE,100,0,2026,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_add_AJG39135.1_partial_Shuangao_Fly_Virus_2",3,TRUE,40.4,0,1923,3,TRUE,100,0,1966,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_YP_009179212_Caprine_parainfluenza_virus_3",0,FALSE,41,0,2028,3,FALSE,41,0,2003,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_QIP68011.1_Bremia_lactucae_associated_yuevirus-like_virus_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono-chu-like_BBQ04822.1_Culex_tritaeniorhynchus_Anphevirus",3,TRUE,100,0,2086,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_QEM39177.1_Guadeloupe_mosquito_mononega-like_virus",3,TRUE,51.8,0,2040,3,TRUE,51.7,0,2040,NA,NA,TRUE,TRUE,TRUE,"VMR"
"other-negative-like_yuevirus_SCJXSX39048_Beihai_sesarmid_crab_virus_3_RdRp_len6878",6,TRUE,100,0,2151,NA,NA,100,0,2151,NA,NA,TRUE,NA,TRUE,"VMR"
"other-negative-like_yuevirus_SHWC0209c11789_Shahe_yuevirus-like_virus_1_RdRp_len6578",6,TRUE,100,0,2104,NA,NA,100,0,2104,NA,NA,TRUE,NA,TRUE,"VMR"
"arthropodmix117161_Hubei_qinvirus-like_virus_2_len3627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCJXSX38901_Beihai_sesarmid_crab_virus_4_RdRp_len5639",6,TRUE,100,0,1797,NA,NA,100,0,1797,NA,NA,TRUE,NA,TRUE,"VMR"
"SCM49583_Hubei_Qinvirus-like_virus_1_RdRp_len5746",6,TRUE,100,0,1815,NA,NA,100,0,1815,NA,NA,TRUE,NA,TRUE,"VMR"
"SHWC0209c11359_Shahe_qinvirus-like_virus_1_RdRp_len5924",6,TRUE,100,0,1875,NA,NA,100,0,1875,NA,NA,TRUE,NA,TRUE,"VMR"
"SXXX11646_Sanxia_Qinvirus-like_virus_1_RdRp_Ciliate_coding_len6585",6,TRUE,99.9,0,1855,NA,NA,99.9,0,1855,NA,NA,TRUE,NA,TRUE,"VMR"
"WHCCII13252_Wuhan_insect_virus_15_RdRp_len5940",6,TRUE,100,0,1830,NA,NA,100,0,1830,NA,NA,TRUE,NA,TRUE,"VMR"
"WZRBX42684_Wenzhou_qinvirus-like_virus_2_RdRp_len6186",6,TRUE,100,0,1880,NA,NA,100,0,1880,NA,NA,TRUE,NA,TRUE,"VMR"
"WZSLuoI86141_Wenzhou_qinvirus-like_virus_1_RdRp_len5949",6,TRUE,100,0,1813,NA,NA,100,0,1813,NA,NA,TRUE,NA,TRUE,"VMR"
"XZSJSC65579_Xinzhou_nematode_virus_3_RdRp_len5915",6,TRUE,100,0,1881,NA,NA,100,0,1881,NA,NA,TRUE,NA,TRUE,"VMR"
"mono-chu-like_AJG39108.1_Jingshan_Fly_Virus_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono-chu-like_AJG39213.1_Wuhan_Louse_Fly_Virus_11",30,FALSE,49.5,0,2089,NA,FALSE,43.8,0,2085,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_ALD89111.1_Rhizoctonia_solani_negative-stranded_virus_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono-chu-like_ALD89129.2_Rhizoctonia_solani_negative-stranded_virus_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono-chu-like_ALD89130.1_Rhizoctonia_solani_negative-stranded_virus_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono-chu-like_APG78769.1_Hubei_chuvirus-like_virus_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono-chu-like_AYA73395.1_Sclerotinia_sclerotiorum_negative-stranded_RNA_virus_9",NA,NA,NA,NA,NA,0,FALSE,42,0,2341,NA,NA,NA,FALSE,FALSE,"VHDB"
"mono-chu-like_QDB75017.1_Cladosporium_cladosporioides_negative-stranded_RNA_virus_1",NA,NA,NA,NA,NA,0,FALSE,63.2,0,2346,NA,NA,NA,FALSE,FALSE,"VHDB"
"mono-chu-like_YP_009091839.1_Bat_Paramyxovirus_Eid_hel_GH-M74a_GHA_2009",0,FALSE,43.9,0,2259,0,FALSE,44,0,2257,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_YP_009094138.1_Berrimah_virus",42,TRUE,44.6,0,1983,NA,TRUE,43.3,0,2170,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_YP_009094476.1_Dolphin_rhabdovirus",18,TRUE,46.1,0,2069,NA,FALSE,45.5,0,2087,NA,NA,TRUE,FALSE,TRUE,"VMR"
"mono-chu-like_YP_009176999.1_Santa_barbara_virus",46,TRUE,43.1,0,2019,32,FALSE,42.5,0,2102,NA,NA,TRUE,FALSE,TRUE,"VMR"
"mono-chu-like_YP_009177247.1_Adelaide_River_virus",42,TRUE,41.5,0,2137,NA,TRUE,41,0,2087,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_YP_009272911.1_Fusarium_poae_negative-stranded_virus_1",NA,NA,NA,NA,NA,0,FALSE,100,0,2346,NA,NA,NA,FALSE,FALSE,"VHDB"
"mono-chu-like_YP_009362128.1_Manitoba_virus",44,TRUE,43.9,0,2082,32,FALSE,43.7,0,2076,NA,NA,TRUE,FALSE,TRUE,"VMR"
"mono-chu-like_YP_009362143.1_Landjia_virus",44,TRUE,44.7,0,2083,NA,FALSE,43.6,0,2088,NA,NA,TRUE,FALSE,TRUE,"VMR"
"mono-chu-like_YP_009449565.1_Blueberry_mosaic_associated_virus",0,FALSE,45.1,0,1329,0,FALSE,41.9,0,2372,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_YP_009505491.1_Drosophila_ananassae_sigmavirus",40,TRUE,41.8,0,2122,NA,TRUE,42.9,0,2024,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_YP_009552125.1_Menghai_rhabdovirus",14,TRUE,43.4,0,1957,12,TRUE,43.4,0,1957,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_YP_053236.1_Lettuce_ring_necrosis_virus",0,FALSE,68,0,1339,0,FALSE,61.4,0,2277,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_YP_089661.1_Citrus_psorosis_virus",0,FALSE,42,0,2373,0,FALSE,42,0,2373,NA,NA,FALSE,FALSE,FALSE,"VMR"
"mono-chu-like_Ref144_DAnaSV_new",40,TRUE,41.8,0,2122,NA,TRUE,42.9,0,2024,NA,NA,TRUE,TRUE,TRUE,"VMR"
"mono-chu-like_BBQ04833.1_Culex_tritaeniorhynchus_Aspiviridae-related_virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono-chu-like_QDH90865.1_Aspiviridae_sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WHCCII12614_Hubei_narna-like_virus_14_len1951",NA,NA,NA,NA,NA,NA,NA,50.4,5.2199999999999986e-176,566,NA,NA,NA,NA,NA,NA
"WLJQ103797_Wenling_narna-like_virus_4_len1793",0,FALSE,40.8,3.98e-28,211,NA,NA,40.4,2.2599999999999998e-30,213,NA,NA,FALSE,NA,FALSE,"VMR"
"WLJQ94194_Wenling_narna-like_virus_5_len1790",NA,NA,NA,NA,NA,NA,NA,40.9,2.93e-32,215,NA,NA,NA,NA,FALSE,"PROPAGATED_ITER1"
"WZFSL27295_Wenzhou_narna-like_virus_6_len1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJLX30350_Changjiang_narna-like_virus_3_len3685",NA,NA,NA,NA,NA,NA,NA,57.5,0,784,NA,NA,NA,NA,NA,NA
"SXXX35820_Sanxia_narna-like_virus_1_len3643",NA,NA,NA,NA,NA,NA,NA,57.5,0,784,NA,NA,NA,NA,NA,NA
"BHZY60512_Beihai_narna-like_virus_10_len4282",NA,NA,NA,NA,NA,NA,NA,100,0,732,NA,NA,NA,NA,NA,NA
"BWBFG39775_Beihai_narna-like_virus_11_len3950",NA,NA,NA,NA,NA,NA,NA,100,0,782,NA,NA,NA,NA,NA,NA
"BHZC37402_Beihai_narna-like_virus_6_len2881",NA,NA,NA,NA,NA,NA,NA,100,0,792,NA,NA,NA,NA,NA,NA
"BHZC36598_Beihai_narna-like_virus_7_len2573",NA,NA,NA,NA,NA,NA,NA,40.8,1.2699999999999998e-132,647,NA,NA,NA,NA,NA,NA
"WLJQ100768_Wenling_narna-like_virus_3_len3319",NA,NA,NA,NA,NA,NA,NA,100,0,963,NA,NA,NA,NA,NA,NA
"BHZY59840_Beihai_narna-like_virus_8_len3906",NA,NA,NA,NA,NA,NA,NA,41.4,6.649999999999999e-133,654,NA,NA,NA,NA,NA,NA
"HOU146315_Beihai_narna-like_virus_9_len4035",NA,NA,NA,NA,NA,NA,NA,41.5,6.97e-132,653,NA,NA,NA,NA,NA,NA
"WHBL72555_Hubei_narna-like_virus_9_len4380",0,FALSE,41.2,3.93e-15,102,NA,NA,100,0,997,NA,NA,FALSE,NA,FALSE,"VMR"
"WHBL72829_Hubei_narna-like_virus_11_len5313",NA,NA,NA,NA,NA,NA,NA,100,0,1197,NA,NA,NA,NA,NA,NA
"CJLX29055_Changjiang_narna-like_virus_2_len4823",NA,NA,NA,NA,NA,NA,NA,100,0,1026,NA,NA,NA,NA,NA,NA
"WHBL60499_Hubei_narna-like_virus_10_len3596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WZSLuoI82501_Wenzhou_narna-like_virus_4_len4234",NA,NA,NA,NA,NA,NA,NA,100,0,924,NA,NA,NA,NA,NA,NA
"WGML132164_Hubei_narna-like_virus_8_len2513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BWBFG61141_Beihai_narna-like_virus_1_len2584",NA,NA,NA,NA,NA,NA,NA,54.8,1.38e-287,792,NA,NA,NA,NA,NA,NA
"WHBL67117_Hubei_narna-like_virus_2_len2677",NA,NA,NA,NA,NA,NA,NA,40.1,2.0399999999999997e-88,496,NA,NA,NA,NA,NA,NA
"BHBJDX18174_Beihai_narna-like_virus_3_len2816",NA,NA,NA,NA,NA,NA,NA,40.3,6.85e-127,665,NA,NA,NA,NA,NA,NA
"WLJQ102793_Wenling_narna-like_virus_1_len2583",NA,NA,NA,NA,NA,NA,NA,100,0,739,NA,NA,NA,NA,NA,NA
"WLJQ103952_Wenling_narna-like_virus_2_len2781",NA,NA,NA,NA,NA,NA,NA,43.2,1.27e-135,646,NA,NA,NA,NA,NA,NA
"BHZY53599_Beihai_narna-like_virus_4_len2687",NA,NA,NA,NA,NA,NA,NA,43.1,4.7599999999999997e-141,652,NA,NA,NA,NA,NA,NA
"shrimp13495_Wenzhou_narna-like_virus_2_len2642",NA,NA,NA,NA,NA,NA,NA,40.6,1.13e-128,665,NA,NA,NA,NA,NA,NA
"shrimp14503_Wenzhou_narna-like_virus_3_len2716",NA,NA,NA,NA,NA,NA,NA,42.3,1.17e-142,652,NA,NA,NA,NA,NA,NA
"BHZY58217_Beihai_narna-like_virus_2_len2624",NA,NA,NA,NA,NA,NA,NA,100,0,850,NA,NA,NA,NA,NA,NA
"WZFSL81657_Wenzhou_narna-like_virus_1_len3041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSZZ3007_Hubei_narna-like_virus_5_len2664",NA,NA,NA,NA,NA,NA,NA,100,0,814,NA,NA,NA,NA,NA,NA
"WGML136220_Hubei_narna-like_virus_6_len2629",NA,NA,NA,NA,NA,NA,NA,100,0,755,NA,NA,NA,NA,NA,NA
"CJLX30050_Changjiang_narna-like_virus_1_len3229",NA,NA,NA,NA,NA,NA,NA,41.2,2.7e-193,912,NA,NA,NA,NA,NA,NA
"WHCC258047_Hubei_narna-like_virus_1_len2921",NA,NA,NA,NA,NA,NA,NA,40.8,3.9599999999999995e-204,960,NA,NA,NA,NA,NA,NA
"SHWC0209c12594_Shahe_narna-like_virus_2_len3375",NA,NA,NA,NA,NA,NA,NA,41.4,7.31e-192,909,NA,NA,NA,NA,NA,NA
"SHWC0209c12582_Shahe_narna-like_virus_1_len3209",NA,NA,NA,NA,NA,NA,NA,100,0,966,NA,NA,NA,NA,NA,NA
"QTM25395_Hubei_narna-like_virus_3_len2816",NA,NA,NA,NA,NA,NA,NA,100,0,832,NA,NA,NA,NA,NA,NA
"spider133569_Wuhan_spider_virus_7_len2714",NA,NA,NA,NA,NA,NA,NA,100,0,844,NA,NA,NA,NA,NA,NA
"ref_YP_003104770_Cassava_virus_C",0,FALSE,46,4.0299999999999995e-233,832,0,FALSE,46,4.77e-233,832,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_002019754_Epirus_cherry_virus",0,FALSE,46,1.4499999999999996e-227,832,0,FALSE,46,1.7199999999999996e-227,832,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_002019757_Ourmia_melon_virus",0,FALSE,49.2,2.77e-258,846,0,FALSE,49.2,3.28e-258,846,NA,NA,FALSE,FALSE,FALSE,"VMR"
"WHYY20523_Hubei_narna-like_virus_4_len2981",NA,NA,NA,NA,NA,NA,NA,100,0,830,NA,NA,NA,NA,NA,NA
"BHZC35702_Beihai_narna-like_virus_12_len2543",NA,NA,NA,NA,NA,NA,NA,100,0,750,NA,NA,NA,NA,NA,NA
"SHWC01c3372_Shahe_narna-like_virus_3_len2982",NA,NA,NA,NA,NA,NA,NA,100,0,733,NA,NA,NA,NA,NA,NA
"BHWZXX14912_Beihai_narna-like_virus_13_len2785",0,FALSE,40.5,2.76e-15,111,NA,NA,100,0,829,NA,NA,FALSE,NA,FALSE,"VMR"
"BHHZL10358_Beihai_narna-like_virus_15_len2962",NA,NA,NA,NA,NA,NA,NA,50.7,1.59e-280,840,NA,NA,NA,NA,NA,NA
"shrimp12509_Wenzhou_shrimp_virus_10_len3186",NA,NA,NA,NA,NA,NA,NA,50.9,7.029999999999998e-243,735,NA,NA,NA,NA,NA,NA
"WZRBX43201_Wenzhou_narna-like_virus_8_len2768",0,FALSE,40.9,1.23e-16,132,NA,NA,100,0,859,NA,NA,FALSE,NA,FALSE,"VMR"
"BHJP52694_Beihai_narna-like_virus_14_len3003",NA,NA,NA,NA,NA,NA,NA,40.5,2.3600000000000002e-26,222,NA,NA,NA,NA,NA,NA
"BHJP26864_Beihai_narna-like_virus_16_len2417",0,FALSE,40.3,2.48e-17,144,NA,NA,51.1,1.6299999999999998e-233,732,NA,NA,FALSE,NA,FALSE,"VMR"
"CJLX30771_Changjiang_narna-like_virus_4_len3964",0,FALSE,40.8,6.55e-18,147,NA,NA,56.4,7.709999999999999e-231,624,NA,NA,FALSE,NA,FALSE,"VMR"
"SZmix21586_Hubei_narna-like_virus_12_len3992",0,FALSE,42.7,3.24e-17,110,NA,NA,56.2,1.0199999999999998e-222,607,NA,NA,FALSE,NA,FALSE,"VMR"
"SXXX45823_Sanxia_narna-like_virus_2_len1709",0,FALSE,40.1,1.91e-20,142,NA,FALSE,41.7,2.37e-20,120,NA,NA,FALSE,FALSE,FALSE,"VMR"
"SCJXSX39297_Beihai_narna-like_virus_17_len4527",NA,NA,NA,NA,NA,NA,NA,41.2,4.8e-223,1050,NA,NA,NA,NA,FALSE,"PROPAGATED_ITER1"
"HOU157597_Beihai_narna-like_virus_18_len3761",0,FALSE,46.9,5.02e-17,113,NA,NA,44.8,1.1699999999999999e-258,982,NA,NA,FALSE,NA,FALSE,"VMR"
"BHNXC41285_Beihai_narna-like_virus_19_len4198",0,FALSE,50.9,6.47e-18,112,NA,NA,41.2,2.96e-63,340,NA,NA,FALSE,NA,FALSE,"VMR"
"beimix75822_Wenzhou_narna-like_virus_11_len2279",0,FALSE,43.5,5.39e-19,147,NA,NA,42.3,1.4199999999999998e-61,291,NA,NA,FALSE,NA,FALSE,"VMR"
"WZSLuoI82025_Wenzhou_narna-like_virus_10_len2290",0,FALSE,45.4,6.23e-20,119,NA,FALSE,47.1,1.88e-20,119,NA,NA,FALSE,FALSE,FALSE,"VMR"
"WZSLuoI85295_Wenzhou_narna-like_virus_9_len4228",0,FALSE,40.4,4.74e-19,136,NA,NA,100,0,1257,NA,NA,FALSE,NA,FALSE,"VMR"
"QTM27075_Hubei_narna-like_virus_13_len2469",0,FALSE,40.7,3.91e-16,150,NA,NA,40.2,1.1e-30,214,NA,NA,FALSE,NA,FALSE,"VMR"
"WZFSL82100_Wenzhou_narna-like_virus_7_len3206",NA,NA,NA,NA,NA,NA,NA,100,0,726,NA,NA,NA,NA,NA,NA
"WZFSL79329_Wenzhou_narna-like_virus_5_len3959",NA,NA,NA,NA,NA,NA,NA,100,0,786,NA,NA,NA,NA,NA,NA
"WHBL72300_Hubei_narna-like_virus_7_len4007",NA,NA,NA,NA,NA,NA,NA,100,0,1279,NA,NA,NA,NA,NA,NA
"QKI79937_Erysiphe_necator_associated_ourmia-like_virus_108",0,FALSE,44.5,3.5899999999999996e-109,461,0,FALSE,43.2,2.4599999999999996e-144,623,NA,NA,FALSE,FALSE,FALSE,"VMR"
"BWBFG40664_Beihai_narna-like_virus_20_len3790",NA,NA,NA,NA,NA,NA,NA,100,0,1173,NA,NA,NA,NA,NA,NA
"mosZJ35354_Zhejiang_mosquito_virus_3_len3220",NA,NA,NA,NA,NA,NA,NA,100,0,1056,NA,NA,NA,NA,NA,NA
"QIP67846_Aedes_japonicus_narnavirus_1",NA,NA,NA,NA,NA,NA,NA,55,0,1070,NA,NA,NA,NA,NA,NA
"AGW51782_Ochlerotatus-associated_narna-like_virus_2",NA,NA,NA,NA,NA,NA,NA,58,0,1049,NA,NA,NA,NA,NA,NA
"ref_AGW51768_uncultured_virus",NA,NA,NA,NA,NA,NA,NA,58.2,0,1049,NA,NA,NA,NA,NA,NA
"ref_AGW51782_uncultured_virus",NA,NA,NA,NA,NA,NA,NA,60.2,0,949,NA,NA,NA,NA,NA,NA
"ref_AJT39597_Narnaviridae_environmental_sample",NA,NA,NA,NA,NA,NA,NA,51.4,6.89e-305,1022,NA,NA,NA,NA,NA,NA
"AGW51766_Ochlerotatus-associated_narna-like_virus_1",NA,NA,NA,NA,NA,NA,NA,43.2,7.839999999999999e-222,1006,NA,NA,NA,NA,NA,NA
"ref_AGW51766_uncultured_virus",NA,NA,NA,NA,NA,NA,NA,42.5,7.88e-190,908,NA,NA,NA,NA,NA,NA
"QED42994_Entomophthora_narnavirus_C",NA,NA,NA,NA,NA,NA,NA,42.5,7.719999999999999e-179,850,NA,NA,NA,NA,NA,NA
"QCM13322_Hubei_narna-like_virus_21_len2892",NA,NA,NA,NA,NA,NA,NA,100,0,846,NA,NA,NA,NA,NA,NA
"CC64130_Hubei_narna-like_virus_18_len2284",NA,NA,NA,NA,NA,NA,NA,41.9,9.949999999999999e-191,732,NA,NA,NA,NA,NA,NA
"QTM26970_Hubei_narna-like_virus_19_len2275",NA,NA,NA,NA,NA,NA,NA,41,2.8899999999999995e-162,678,NA,NA,NA,NA,NA,NA
"SCM42484_Hubei_narna-like_virus_20_len2252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UFT26911_Drosophila-associated_narnavirus_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UFT26917_Drosophila-associated_narnavirus_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UHK02996_Hangzhou_narnavirus_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fly55630_Hubei_narna-like_virus_16_len2518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UHM27598_Sanya_ochthera_mantis_narnavirus_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QBA55490_Aedes_angustivittatus_narnavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHXG26712_Beihai_narna-like_virus_24_len2677",NA,NA,NA,NA,NA,NA,NA,42.3,8.38e-220,903,NA,NA,NA,NA,NA,NA
"WLJQ103992_Wenling_narna-like_virus_8_len2714",NA,NA,NA,NA,NA,NA,NA,45.5,4.97e-202,748,NA,NA,NA,NA,NA,NA
"WLJQ103612_Wenling_narna-like_virus_7_len2723",NA,NA,NA,NA,NA,NA,NA,43.8,1.0099999999999998e-189,740,NA,NA,NA,NA,NA,NA
"CC63583_Wuhan_insect_virus_18_len2714",NA,NA,NA,NA,NA,NA,NA,100,0,898,NA,NA,NA,NA,NA,NA
"YP_009388580_Point-Douro_narna-like_virus",NA,NA,NA,NA,NA,2,TRUE,100,0,830,NA,NA,NA,TRUE,TRUE,"VHDB"
"ref_NP_660177_Saccharomyces_23S_RNA_narnavirus",0,FALSE,100,0,941,0,FALSE,100,0,941,NA,NA,FALSE,FALSE,FALSE,"VMR"
"QPN36960_Praha_narna-like_virus_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QBC65280_Rhizopus_microsporus_20S_narnavirus",0,FALSE,42.8,1e-187,792,0,FALSE,42.8,1.18e-187,792,NA,NA,FALSE,FALSE,FALSE,"VMR"
