virus_name	contig_name	length	prop_masked_host	prop_masked_reciprocal	prop_masked_all
reo0008	19XJYW1036_5471_multi177_len4291_reo0008	4002	0.0	0.0	0.0
reo0015	20NBYW0786_3068_multi15_len2909_reo0015	2645	0.0	0.0	0.0
reo0020	21JGDQWCGCRYW3550_9671_multi338_len3798_reo0020	3798	0.0	0.0	0.0
reo0021	20YZBMKW3448_26561_multi903_len3928_reo0021	3928	0.0	0.0	0.0
tombus0001	19QDSR2049_20581_multi8055_len8023_tombus0001	4835	0.0	0.0	0.0
tombus0003	20SYSR0625_24704_multi80_len3011_tombus0003	3011	0.0	0.0	0.0
tombus0007	20SXSR0553_282_multi2014_len2475_tombus0007	2374	0.0	0.0	0.0
tombus0005	19BJYW1827_13919_multi129_len4628_tombus0005	4599	0.0	0.0	0.0
tombus0034	21MZLZQBMKW3494_14954_multi4980_len5104_tombus0034	4917	0.0	0.6524303437055115	0.6524303437055115
tombus0004	20QDKW0381_6588_multi82_len4976_tombus0004	4973	0.0	0.4986929418861854	0.4986929418861854
tombus0002	20HKSDH0664_29885_multi867_len8558_tombus0002	4938	0.0	0.2187120291616039	0.2187120291616039
tombus0010	20WDSR1354_4604_multi11_len2051_tombus0010	2051	0.0	0.0	0.0
tombus0011	19JHSYW1763_8271_multi13_len3599_tombus0011	3599	0.0	0.0	0.0
tombus0012	20HUNYW0106_28015_multi299_len2320_tombus0012	2291	0.0	0.0	0.0
tombus0009	19QDYW2030_9690_multi39_len3413_tombus0009	3413	0.0	0.0	0.0
tombus0014	19WHSR1918_23704_multi231_len3232_tombus0014	2945	0.0	0.0	0.0
tombus0031	20YZPLZKW3437_19250_multi2787_len4330_tombus0031	3807	0.0	0.0	0.0
tombus0008	19MHMHCSDH1680_842_multi10_len2193_tombus0008	2193	0.0	0.0	0.0
tombus0013	19HUNYW0940_15685_multi6_len1565_tombus0013	1565	0.0	0.0	0.0
tombus0019	19HEBSR2015_20545_multi4_len1580_tombus0019	1580	0.0	0.0	0.0
tombus0015	20BJYW0474_23511_multi22_len3448_tombus0015	3448	0.0	0.0	0.0
tombus0016	19QDYW2029_11803_multi23_len2883_tombus0016	2883	0.0	0.0	0.0
tombus0017	19HEBKW2004_12811_multi10_len3226_tombus0017	3226	0.0	0.0	0.0
tombus0032	21JGDQWCGCRYW3550_2160_multi230_len2199_tombus0032	2199	0.0	0.0	0.0
tombus0021	19HENSDH2142_4106_multi8_len2199_tombus0021	2199	0.0	0.0	0.0
tombus0018	19MHMZJZSDH1719_643_multi52_len3716_tombus0018	3716	0.0	0.0	0.0
tombus0033	21JGDQWCGCRYW3550_3739_multi40_len1879_tombus0033	1879	0.0	0.0	0.0
tombus0023	19LCMBCKW1646_18540_multi3_len1026_tombus0023	1026	0.0	0.0	0.0
tombus0022	19MHMZJZKW1712_10869_multi14_len2527_tombus0022	2527	0.0	0.0	0.0
toti0001	20GSSR0699_47145_multi149_len7107_toti0001	7086	0.0279424216765453	0.010725373976855771	0.038667795653401074
toti0013	20HUNKW0113_11203_multi478_len3666_toti0013	3585	0.0	0.0	0.0
toti0002	20MYRBM1119_3213_multi167_len7044_toti0002	7037	0.0	0.011368480886741509	0.011368480886741509
toti0034	20MDXSDH1189_5739_multi87_len7265_toti0034	7206	0.0	0.05578684429641965	0.05578684429641965
toti0033	19GDSDH1944_19732_multi1184_len7247_toti0033	7182	0.0	0.04427736006683375	0.04427736006683375
toti0069	20CY1YW1505_15093_multi1444_len7416_toti0069	7315	0.0	0.0	0.0
toti0023	21HLECQBMKW3518_26750_multi173_len8402_toti0023	6232	0.0	0.03209242618741977	0.03209242618741977
toti0066	21HNSY11SDH0545_20698_multi326_len7788_toti0066	7788	0.0	0.02580893682588598	0.02580893682588598
toti0042	21BJCZJAW3560_3290_multi493_len6184_toti0042	6184	0.0129366106080207	0.0517464424320828	0.0517464424320828
toti0014	19XZKW1053_9369_multi126_len3481_toti0014	3480	0.0	0.0	0.0
toti0003	21HLECQBMKW3520_10076_multi32_len6603_toti0003	6603	0.0	0.0664849310919279	0.0664849310919279
toti0057	19NMKW0982_20355_multi223_len7837_toti0057	7768	0.0	0.0	0.0
toti0062	20WHKW0571_14614_multi91_len7097_toti0062	7097	0.0	0.0	0.0
toti0050	19BJKW1828_20805_multi790_len7060_toti0050	6254	0.0	0.012791813239526703	0.012791813239526703
toti0073	20NXKW0350_4508_multi10_len4320_toti0073	4256	0.0	0.046992481203007516	0.046992481203007516
toti0024	19HEBKW2006_29508_multi192_len8085_toti0024	8085	0.0	0.009894867037724181	0.009894867037724181
toti0065	19HEBSR2015_9534_multi110_len7590_toti0065	7173	0.0	0.0	0.0
toti0025	20PMYW1451_18393_multi68_len8208_toti0025	8208	0.0	0.031432748538011694	0.031432748538011694
toti0102	21HLECQBMKW3518_8001_multi956_len7532_toti0102	7056	0.0	0.0	0.0
toti0031	20YZCYXJKW3425_33757_multi202_len7529_toti0031	7420	0.01078167115902965	0.03234501347708895	0.03234501347708895
toti0083	20YZLK1KW3321_21264_multi10_len4636_toti0083	4636	0.0	0.01725625539257981	0.01725625539257981
toti0046	20CY2SDH1553_4688_multi1130_len6419_toti0046	6314	0.0	0.0	0.0
toti0026	20PMYW1451_1379_multi155_len8152_toti0026	8152	0.0	0.03226202158979392	0.03226202158979392
toti0088	20GXAW0515_6431_multi250_len5788_toti0088	5760	0.0	0.0	0.0
toti0012	19HEBKW2004_20874_multi91_len6520_toti0012	6433	0.0	0.0	0.0
toti0103	21MZLZQBMKW3494_12659_multi262_len6964_toti0103	6964	0.0	0.012205628948879953	0.012205628948879953
toti0020	20YZLK5SR3350_23810_multi17749_len7389_toti0020	7389	0.013262958451752606	0.013262958451752606	0.013262958451752606
toti0092	19SAXSDH1866_13046_multi48_len5392_toti0092	5392	0.0	0.0	0.0
toti0104	20YZLL1KW3460_16980_multi712_len6738_toti0104	6145	0.013018714401952807	0.0	0.013018714401952807
toti0027	20PMYW1453_11298_multi102_len6459_toti0027	6459	0.0	0.07555349125251587	0.07555349125251587
toti0038	20PMYW1451_21555_multi14_len2805_toti0038	2805	0.0	0.0	0.0
toti0004	20MMRSDH1264_13674_multi1851_len7800_toti0004	7416	0.0	0.010787486515641856	0.010787486515641856
toti0005	20PMYW1447_14965_multi54_len7572_toti0005	7572	0.0	0.04212889593238246	0.04212889593238246
toti0054	20YZLK7KW3369_8741_multi778_len7043_toti0054	6524	0.0	0.0	0.0
toti0018	19XJYW1043_1983_multi6_len2673_toti0018	2673	0.0	0.0	0.0
toti0036	20PMYW1450_11661_multi91_len7548_toti0036	7445	0.0	0.0	0.0
toti0096	20MXCBM1321_17429_multi21_len4485_toti0096	4485	0.0	0.0	0.0
toti0105	21HLECQBMAW3535_22623_multi21_len6396_toti0105	6396	0.0	0.0	0.0
toti0106	21SCAW2727_14228_multi49_len5175_toti0106	5175	0.0	0.0927536231884058	0.0927536231884058
toti0071	20PMSDH1472_22111_multi5_len3863_toti0071	3863	0.0	0.020709293295366294	0.020709293295366294
toti0098	20MDXAW1205_8365_multi3_len1791_toti0098	1791	0.0	0.0	0.0
toti0091	19SAXSDH1865_15832_multi13_len3399_toti0091	3399	0.0	0.0	0.0
toti0097	19HEBKW2001_2291_multi12_len3093_toti0097	3093	0.0	0.0	0.0
toti0094	20HKSDH0657_32056_multi61_len5028_toti0094	5028	0.0	0.02386634844868735	0.02386634844868735
toti0093	19SCSDH0857_30754_multi7_len1459_toti0093	1459	0.0	0.13708019191226867	0.13708019191226867
toti0028	20MBBBM1228_12438_multi139_len6287_toti0028	6287	0.0	0.09193574041673294	0.09193574041673294
toti0030	20PMYW1479_12526_multi33_len8044_toti0030	8044	0.0	0.0	0.0
toti0029	20MGLBM1324_8730_multi22_len6277_toti0029	6277	0.0	0.09781742870798152	0.09781742870798152
toti0101	20MDMYW1292_4794_multi68_len8601_toti0101	6217	0.0	0.09924400836416278	0.09924400836416278
toti0107	21HLECQBMAW3535_15606_multi146_len8303_toti0107	8303	0.0	0.02420811754787426	0.02420811754787426
toti0084	20WDSDH1340_1507_multi3_len1196_toti0084	1196	0.0	0.0	0.0
toti0076	20MDMYW1294_14401_multi63_len6745_toti0076	6745	0.0	0.0	0.0
toti0077	20HKBM0683_9742_multi4_len972_toti0077	972	0.0	0.0	0.0
toti0095	19JXAW0924_23879_multi26_len4975_toti0095	4975	0.0	0.08844221105527639	0.08844221105527639
toti0007	20DHMYW1375_13106_multi351_len6959_toti0007	5968	0.0	0.0	0.0
toti0009	20HKBM0679_14838_multi223_len7413_toti0009	7413	0.0	0.0	0.0
toti0056	20MJJBM1328_10921_multi4_len1910_toti0056	1910	0.0	0.0	0.0
toti0037	20MYDBM1167_9974_multi196_len6763_toti0037	6763	0.0	0.011829069939376017	0.011829069939376017
toti0060	19XJYW1040_1360_multi45_len6558_toti0060	6558	0.0	0.05474229948154925	0.05474229948154925
toti0010	20MGLBM1324_2099_multi18_len7030_toti0010	7030	0.0	0.03982930298719772	0.03982930298719772
toti0058	20SYKW0613_39399_multi23_len6479_toti0058	6479	0.0	0.0	0.0
toti0011	20MMRBM1288_2734_multi667_len6784_toti0011	6784	0.0	0.0	0.0
toti0085	20PMAW1482_20621_multi39_len8111_toti0085	8111	0.0	0.0	0.0
toti0047	20MYRYW1082_9575_multi280_len6169_toti0047	5982	0.0	0.0	0.0
toti0044	19MHDMCLYW2164_17565_multi563_len7238_toti0044	6402	0.049515776319900034	0.0	0.049515776319900034
toti0049	20PMYW1450_20737_multi767_len8769_toti0049	6162	0.0	0.0	0.0
toti0015	20SDLCKW1807_1332_multi232_len3481_toti0015	3481	0.0	0.0	0.0
toti0039	19MHMZJZKW1705_2164_multi4_len1838_toti0039	1838	0.0	0.0	0.0
toti0043	20HKAW0677_20376_multi2757_len5069_toti0043	5069	0.019135924245413296	0.06312882225290985	0.08226474649832315
bunya0001	20SDLCSR1817_24542_multi227_len7680_bunya0001	7591	0.0	0.0	0.0
bunya0002	20HENYW0293_11492_multi479_len6657_bunya0002	6611	0.0	0.0	0.0
bunya0003	19JXAW0932_415_multi1529_len7775_bunya0003	6453	0.0	0.0	0.0
bunya0017	20SHYW0152_18180_multi1013_len7902_bunya0017	7731	0.0	0.0	0.0
bunya0004	20YZCYZLKW3428_11154_multi2900_len6977_bunya0004	6488	0.0	0.0	0.0
bunya0005	19NBSDH2097_3242_multi102_len6476_bunya0005	6476	0.0	0.0	0.0
bunya0018	20AHSDH0214_6222_multi1271_len7760_bunya0018	7457	0.0	0.0	0.0
bunya0008	20GDAW0777_7652_multi1092_len8004_bunya0008	7631	0.0	0.0	0.0
bunya0023	21BJCZJAW3558_17748_multi329_len7646_bunya0023	7641	0.0	0.0	0.0
bunya0030	19HUNSDH0957_7788_multi13_len3532_bunya0030	3532	0.0	0.0	0.0
bunya0034	20GZAW0459_11786_multi35_len7044_bunya0034	7044	0.0	0.0	0.0
bunya0052	20WDSDH1346_2455_multi126_len7182_bunya0052	7156	0.0	0.0	0.0
bunya0043	20HEBKW0709_29143_multi170_len6004_bunya0043	6004	0.0	0.0	0.0
bunya0006	19NXKW0903_25122_multi199_len6639_bunya0006	6639	0.0	0.0	0.0
bunya0014	20NXYW0335_9289_multi422_len6514_bunya0014	6497	0.0	0.0	0.0
bunya0071	20YZPLZKW3440_16313_multi29_len7467_bunya0071	7467	0.0	0.0	0.0
bunya0024	19SAXSDH1866_38397_multi1082_len7030_bunya0024	6901	0.0	0.0	0.0
bunya0028	21HLECQBMKW3518_72_multi2177_len8530_bunya0028	7557	0.0	0.0	0.0
bunya0020	20GDBM0782_16774_multi403_len7637_bunya0020	7571	0.0	0.0	0.0
bunya0009	19LCFBCAW1644_20714_multi310_len6443_bunya0009	6422	0.0	0.0	0.0
bunya0055	20JXSDH0078_5305_multi8_len4270_bunya0055	4223	0.0	0.0	0.0
bunya0022	20YZLK4AW3344_23250_multi3322_len7680_bunya0022	7680	0.0	0.0	0.0
bunya0021	20PMAW1484_18583_multi1587_len7026_bunya0021	6800	0.0	0.0	0.0
bunya0036	20MJJBM1326_11156_multi93_len10644_bunya0036	10644	0.0	0.0	0.0
bunya0056	20YZLK1KW3321_13344_multi151_len6440_bunya0056	6440	0.0	0.0	0.0
bunya0007	20GDSR0765_8671_multi125_len6535_bunya0007	6535	0.0	0.01224177505738332	0.01224177505738332
bunya0015	20YZLK7KW3364_2782_multi782_len6896_bunya0015	6736	0.0	0.03577790973871734	0.03577790973871734
bunya0039	21ARQ2BMYW3485_29550_multi4779_len6902_bunya0039	6793	0.0	0.0	0.0
bunya0057	19SCSDH0857_41932_multi212_len5919_bunya0057	5825	0.0	0.0	0.0
bunya0042	20YZLK1KW3321_12615_multi44_len7023_bunya0042	7023	0.0	0.0	0.0
bunya0025	20SDLCKW1807_9084_multi269_len7689_bunya0025	7688	0.0	0.0	0.0
bunya0072	21BJCZJKW3568_26219_multi9206_len4750_bunya0072	6526	0.0	0.0	0.0
bunya0059	19WHSDH1910_19688_multi17_len5750_bunya0059	5750	0.0	0.0	0.0
bunya0050	20SYKW0613_4716_multi762_len7633_bunya0050	7633	0.0	0.0	0.0
bunya0073	21MZLZQBM3507_6205_multi9_len927_bunya0073	2391	0.0	0.0	0.0
bunya0032	20WDSDH1340_4633_multi10_len6945_bunya0032	6945	0.0	0.09215262778977681	0.09215262778977681
bunya0061	20HKSDH0657_13110_multi10_len6960_bunya0061	6960	0.0	0.06321839080459771	0.06321839080459771
bunya0068	19HEBKW2005_338_multi26_len6881_bunya0068	6881	0.0	0.0	0.0
bunya0041	20HUNAW0143_11897_multi9_len3192_bunya0041	3192	0.0	0.0	0.0
bunya0065	20DHMSDH1387_6888_multi9_len1426_bunya0065	1426	0.0	0.0	0.0
bunya0074	20YZLK1KW3321_7097_multi55_len5918_bunya0074	5918	0.0	0.0	0.0
bunya0033	20PMYW1452_22078_multi110_len6092_bunya0033	7269	0.0	0.0	0.0
bunya0010	20MGLBM1324_6350_multi124_len6512_bunya0010	6399	0.0	0.012501953430223473	0.012501953430223473
bunya0038	21JGDQWCGCRYW3546_2609_multi1168_len8152_bunya0038	7466	0.0	0.0	0.0
bunya0076	21HLECQBMAW3535_27090_multi16_len5966_bunya0076	5966	0.0	0.0	0.0
bunya0012	20MDXYW1170_5133_multi234_len6528_bunya0012	6528	0.0	0.0	0.0
bunya0058	20LKWZKW1574_6011_multi12_len6197_bunya0058	6197	0.0	0.0	0.0
bunya0027	20PMYW1449_775_multi826_len8357_bunya0027	7840	0.0	0.0	0.0
bunya0062	19XJYW1042_548_multi6_len1826_bunya0062	1826	0.0	0.0	0.0
bunya0077	21MZLZQBM3507_13855_multi9_len3089_bunya0077	3089	0.0	0.0	0.0
bunya0026	20MGLBM1324_10559_multi495_len7659_bunya0026	7659	0.0	0.0	0.0
bunya0011	20MGLBM1324_2780_multi222_len6488_bunya0011	6488	0.0	0.0	0.0
bunya0016	19LCLTCAW1631_11051_multi53_len6432_bunya0016	6432	0.0	0.024875621890547265	0.024875621890547265
bunya0047	20GZAW0462_21855_multi8_len2445_bunya0047	2445	0.0	0.0	0.0
bunya0040	20MDMBM1311_7654_multi647_len6871_bunya0040	6773	0.0	0.0	0.0
bunya0078	21MZLZQBMYW3511_6637_multi1293_len7623_bunya0078	6511	0.0	0.012286899093841192	0.012286899093841192
bunya0049	19MHMZJZYW1702_15947_multi22_len6744_bunya0049	6744	0.0	0.0	0.0
bunya0051	20LKWZKW1574_5021_multi8_len2756_bunya0051	2756	0.0	0.0	0.0
mono0058	19JXSDH0919_1989_multi1218_len12198_mono0058	11302	0.0	0.014156786409485048	0.014156786409485048
mono0021	20CY1YW1502_7737_multi653_len12847_mono0021	12597	0.0	0.0	0.0
mono0001	19JHSYW1767_40803_multi579_len12758_mono0001	12628	0.0	0.0	0.0
mono0022	20MMDBM3307_244_multi380_len12317_mono0022	12151	0.0	0.0	0.0
mono0003	21JGDQWCGAW3542_4680_multi4431_len13388_mono0003	12879	0.023759608665269043	0.0	0.023759608665269043
mono0019	20RLSR1431_16356_multi34_len10824_mono0019	10824	0.0	0.0	0.0
mono0034	19QDSR2052_18703_multi217_len12151_mono0034	12151	0.016459550654267137	0.0	0.016459550654267137
mono0002	20MGLKW1061_1072_multi55_len13312_mono0002	13312	0.007061298076923077	0.007061298076923077	0.007061298076923077
mono0035	20WDYW1333_25039_multi103_len10364_mono0035	10364	0.011578541103820918	0.0	0.011578541103820918
mono0041	20GZSDH0439_479_multi347_len13677_mono0041	13673	0.0	0.0	0.0
mono0031	20AHSDH0213_870_multi15_len9083_mono0031	9083	0.0	0.6367940107893868	0.6367940107893868
mono0005	20NBSDH0810_22924_multi137_len13453_mono0005	13453	0.0	0.0	0.0
mono0078	19GDYW2120_5649_multi24_len10862_mono0078	10862	0.0	0.0	0.0
mono0004	20MLCSR1073_7980_multi486_len13514_mono0004	13514	0.05978984756548764	0.0	0.05978984756548764
mono0026	19NXKW0903_10038_multi187_len6731_mono0026	6731	0.0	0.0	0.0
mono0006	19SYSDH1014_16517_multi478_len12931_mono0006	12929	0.0	0.01237528037744605	0.01237528037744605
mono0056	M20QDSDH1265_43081_multi990_len12153_mono0056	12153	0.0	0.0	0.0
mono0036	20GDKW0748_1088_multi855_len11782_mono0036	11782	0.0	0.0	0.0
mono0007	19JXSDH0914_22251_multi50_len10116_mono0007	10116	0.0	0.5720640569395018	0.5720640569395018
mono0071	20MYRYW1082_6486_multi61_len11031_mono0071	11031	0.0	0.0	0.0
mono0054	20NBSR0817_24661_multi637_len11680_mono0054	11677	0.0	0.0	0.0
mono0043	19SYBM1031_19049_multi13_len8993_mono0043	8993	0.0	0.0	0.0
mono0029	20MMDAW1250_11647_multi1758_len12033_mono0029	11964	0.0	0.0	0.0
mono0008	20HUNSDH0125_35457_multi759_len13888_mono0008	13888	0.0	0.0	0.0
mono0023	20RLSR1430_12769_multi336_len12141_mono0023	12123	0.0	0.0	0.0
mono0032	20MYRAW3255_2329_multi4644_len12708_mono0032	12708	0.0	0.0	0.0
mono0048	20NBSDH0810_18530_multi1164_len12061_mono0048	11506	0.0	0.0	0.0
mono0033	20HEBAW0716_7142_multi1737_len12628_mono0033	12013	0.0	0.0	0.0
mono0038	20MYRYW1082_23859_multi30_len12665_mono0038	12665	0.0	0.0	0.0
mono0009	20GDSDH0752_7281_multi719_len12834_mono0009	12782	0.0	0.012517602879048663	0.012517602879048663
mono0081	20HEBAW0711_11112_multi19_len2672_mono0081	2588	0.0	0.0	0.0
mono0061	20CY1KW1516_9147_multi964_len12416_mono0061	12416	0.0	0.0	0.0
mono0024	19HEBSR2007_522_multi451_len12252_mono0024	12252	0.0	0.0	0.0
mono0012	20SDLCKW1807_1421_multi1189_len12943_mono0012	12943	0.0	0.0	0.0
mono0076	20GDSR0766_3945_multi99_len10869_mono0076	10869	0.0	0.0	0.0
mono0049	20HKBM0687_39041_multi29_len6964_mono0049	6864	0.0	0.0	0.0
mono0020	19LCLTCYW1629_6380_multi1258_len13008_mono0020	12845	0.0	0.0	0.0
mono0082	20HUNSDH0129_6938_multi6054_len9566_mono0082	9566	0.0	0.0	0.0
mono0094	19SCSDH0856_17227_multi10_len4258_mono0094	4258	0.0	0.0	0.0
mono0042	20HEBAW0711_6138_multi9_len1777_mono0042	1637	0.0	0.0	0.0
mono0065	20HKKW0649_14585_multi937_len11249_mono0065	11249	0.0	0.01422348653213619	0.01422348653213619
mono0066	20YZCYXJKW3423_2103_multi513_len6600_mono0066	6600	0.0	0.0	0.0
mono0010	19SYKW1008_5215_multi587_len12107_mono0010	12107	0.0	0.0	0.0
mono0079	20MLDBM1318_14969_multi88_len11301_mono0079	11301	0.0	0.0	0.0
mono0039	20HEBAW0720_5482_multi1507_len12523_mono0039	12328	0.0	0.006489292667099286	0.006489292667099286
mono0025	M20GDSR2294_43468_multi186_len12133_mono0025	12120	0.0	0.0	0.0
mono0088	20SCYW0009_11645_multi1852_len13886_mono0088	13886	0.0	0.0	0.0
mono0040	20YZPLZKW3439_14530_multi215_len12518_mono0040	12518	0.0	0.0	0.0
mono0084	20PMAW1482_1585_multi99_len6880_mono0084	6880	0.0	0.0	0.0
mono0083	19XJYW1043_1746_multi6_len997_mono0083	997	0.0	0.0	0.0
mono0027	20MJJBM1325_20961_multi872_len15117_mono0027	14053	0.0	0.0	0.0
mono0087	20MGLBM1324_25081_multi50_len11519_mono0087	11519	0.0	0.0	0.0
mono0086	19MHDMCLYW1668_11506_multi81_len11258_mono0086	10827	0.0	0.0	0.0
mono0093	20LKWZKW1574_7846_multi654_len10478_mono0093	9374	0.0	0.0	0.0
mono0097	19SCSDH0857_12254_multi6_len1065_mono0097	1065	0.0	0.0	0.0
mono0096	19SCSDH0857_214_multi25_len1746_mono0096	1746	0.0	0.0	0.0
mono0063	20MDXAW1208_1218_multi1246_len12853_mono0063	12626	0.0	0.006336131791541264	0.006336131791541264
mono0067	20NBSDH0807_16480_multi3478_len11838_mono0067	11838	0.0	0.0	0.0
mono0014	19MHDMCLYW1668_7136_multi1490_len12827_mono0014	12782	0.0	0.0	0.0
mono0059	21NBJUNSDH1225_27586_multi4_len1092_mono0059	1092	0.0	0.0	0.0
mono0068	20NXSR0359_21567_multi17_len3018_mono0068	3018	0.0	0.0	0.0
mono0077	20GZYW0417_2865_multi3_len1212_mono0077	1212	0.0	0.0	0.0
mono0051	20MDXYW1177_4453_multi71_len14205_mono0051	14177	0.0	0.0	0.0
mono0050	19XJYW1036_4898_multi2565_len14612_mono0050	12931	0.0	0.0	0.0
mono0080	20MDXAW1209_183_multi13_len4845_mono0080	4845	0.0	0.0	0.0
mono0075	S19MHMZJZKW1705_1576790_multi84_len12180_mono0075	12180	0.0	0.04926108374384237	0.04926108374384237
mono0013	20PMYW1450_24856_multi20_len11012_mono0013	11012	0.0	0.0	0.0
mono0105	S20DHMAW1413_85253_multi126_len15899_mono0105	15899	0.0	0.0	0.0
mono0106	S19MHMZJZKW1705_1021631_multi71_len12160_mono0106	12160	0.0	0.05263157894736842	0.05263157894736842
mono0108	S20MDXAW1204_140561_multi31_len14680_mono0108	14680	0.0	0.0	0.0
mono0123	20YZLK7KW3364_2768_multi1737_len11787_mono0123	11787	0.0	0.02027657588869093	0.02027657588869093
mono0126	20YZCYZLKW3431_10115_multi417_len11359_mono0126	11359	0.0	0.0	0.0
mono0122	20YZPLZKW3434_764_multi434_len14296_mono0122	14296	0.0	0.0	0.0
mono0124	20YZLK4AW3344_4633_multi2682_len7111_mono0124	6988	0.0	0.0	0.0
mono0125	21MZLZQBM3507_6253_multi48_len6130_mono0125	6130	0.0	0.0	0.0
orthomyxo0002	21SCKW2688_957_multi665_len2443_orthomyxo0002	2428	0.0	0.0	0.0
orthomyxo0001	20YZLK3YW3330_2317_multi172_len2436_orthomyxo0001	2436	0.0	0.0	0.0
orthomyxo0017	21SCAW2724_25301_multi1734_len2524_orthomyxo0017	2449	0.0	0.0	0.0
orthomyxo0003	19QDSR2051_8073_multi203_len2440_orthomyxo0003	2440	0.0	0.03278688524590164	0.03278688524590164
orthomyxo0004	19GSSR0890_10045_multi155_len2438_orthomyxo0004	2438	0.0	0.0	0.0
orthomyxo0005	19XZKW1049_15406_multi376_len2503_orthomyxo0005	2442	0.0	0.0	0.0
orthomyxo0012	20MYDYW3259_14809_multi208_len2443_orthomyxo0012	2443	0.0	0.0	0.0
orthomyxo0006	20MGLSDH1064_22523_multi1194_len5357_orthomyxo0006	2417	0.0	0.0	0.0
orthomyxo0008	20YZXCYKW3392_3040_multi468_len2498_orthomyxo0008	2436	0.0	0.0	0.0
orthomyxo0024	20MDXYW1169_8372_multi133_len2434_orthomyxo0024	2434	0.0	0.0	0.0
orthomyxo0019	20YZPLZKW3439_12985_multi1057_len2451_orthomyxo0019	2431	0.0	0.0	0.0
orthomyxo0030	20YZLK5SR3350_4375_multi132_len2433_orthomyxo0030	2433	0.0	0.0	0.0
orthomyxo0007	19GDSDH1939_10250_multi35_len2430_orthomyxo0007	2257	0.0	0.0	0.0
orthomyxo0023	20PMAW1481_4245_multi7_len1052_orthomyxo0023	1052	0.0	0.0	0.0
orthomyxo0020	19HENYW1968_173_multi20_len2391_orthomyxo0020	2391	0.0	0.0	0.0
orthomyxo0031	21ARQ2BMKW3491_30395_multi1666_len2533_orthomyxo0031	2431	0.0	0.0	0.0
orthomyxo0018	20MDXYW1170_785_multi19_len2406_orthomyxo0018	2367	0.0	0.03379805661174482	0.03379805661174482
orthomyxo0011	20MYRBM1115_9007_multi4_len1715_orthomyxo0011	1715	0.0	0.0	0.0
orthomyxo0016	20MDXYW1176_151_multi158_len2450_orthomyxo0016	2407	0.0	0.0	0.0
qin0001	19SCSDH0857_40520_multi24_len5568_qin0001	5568	0.0	0.0	0.0
qin0002	20WDSDH1340_6361_multi41_len5598_qin0002	5598	0.0	0.0	0.0
qin0004	20MMRAW1278_5707_multi10_len3102_qin0004	3102	0.0	0.0	0.0
qin0003	19SCSDH0857_22883_multi18_len6074_qin0003	6074	0.0	0.0	0.0
qin0005	19LCMBCKW1646_13107_multi7_len3471_qin0005	3471	0.0	0.0	0.0
circo0081	contig0081_circo0081	2083	0.0	0.0	0.0
circo0087	contig0098_circo0087	1853	0.0	0.3453858607663249	0.3453858607663249
circo0089	contig0089_circo0089	1721	0.002905287623474724	0.28181289947704824	0.28181289947704824
circo0091	contig0091_circo0091	2765	0.003978300180831827	0.003978300180831827	0.003978300180831827
circo0092	contig0092_circo0092	2408	0.007475083056478406	0.007475083056478406	0.007475083056478406
circo0094	contig0094_circo0094	1986	0.0	0.0	0.0
circo0095	contig0095_circo0095	1908	0.0	0.0	0.0
circo0096	contig0096_circo0096	1879	0.0	0.0	0.0
circo0100	contig0100_circo0100	1782	0.001122334455667789	0.001122334455667789	0.001122334455667789
circo0101	contig0102_circo0101	1645	0.0	0.0	0.0
circo0111	contig0111_circo0111	1624	0.0049261083743842365	0.0049261083743842365	0.0049261083743842365
circo0102	contig0102_circo0102	1075	0.0	0.0	0.0
circo0104	contig0104_circo0104	1184	0.0016891891891891893	0.0016891891891891893	0.0016891891891891893
circo0105	contig0105_circo0105	1176	0.0017006802721088435	0.0017006802721088435	0.0017006802721088435
circo0107	contig0107_circo0107	1129	0.029229406554472984	0.029229406554472984	0.029229406554472984
circo0108	contig0108_circo0108	1264	0.0	0.0	0.0
parvo0047	19HEBBM1996_7074_multi7_len2529_parvo0047	2529	0.0	0.0	0.0
parvo0048	20AHAW0234_13419_multi46_len3613_concensus_parvo0048	3736	0.0008029978586723769	0.0008029978586723769	0.0008029978586723769
parvo0049	20GDSDH0756_12202_multi12_len2677_concensus_parvo0049	3436	0.0002910360884749709	0.0002910360884749709	0.0002910360884749709
parvo0050	19HENYW2131_13941_multi1_len545_parvo0050	545	0.0	0.0	0.0
parvo0051	19JHSYW2145_73749_multi12_len1661_concensus_parvo0051	1738	0.0	0.0	0.0
parvo0052	21HNQH1YW0216_35226_multi5_len1495_concensus_parvo0052	2802	0.0	0.0	0.0
parvo0054	M20HKYW2300_39939_multi314_len4579_parvo0054	3964	0.0	0.03002018163471241	0.03002018163471241
parvo0060	20SDLCKW1800_4314_multi3_len929_concensus_parvo0060	2169	0.0013831258644536654	0.0013831258644536654	0.0013831258644536654
parvo0061	19LCLTCKW1625_47607_multi7_len553_concensus_parvo0061	3265	0.0009188361408882082	0.025421133231240428	0.025421133231240428
parvo0058	19JHSYW2145_2590_multi7_len2126_concensus_parvo0058	3248	0.0	0.0	0.0
parvo0064	M19SCSDH1314_11514_multi527_len4351_parvo0064	4351	0.0	0.0	0.0
parvo0065	M20SDLCKW2274_14331_multi4870_len5555_parvo0065	5555	0.0	0.0	0.0
parvo0067	21HNWC4BM30200_24787_multi8_len1749_parvo0067	1749	0.0	0.0	0.0
